Lipid	CDCS_1	CDCS_2	CDCS_3	CDCS_4	CDCS_5	CDCS_6	CDCS_7	CDCS_8	CDCS_9	CDCS_10	CDCS_11	CDCS_12	CDCS_13	CDCS_14	CDCS_15	CDCS_16	CDCS_17	CDCS_18	CDCS_19	CDCS_20	CDCS_21	CDCS_22	CDCS_23	CDCS_24	CDCS_25	CDCS_26	CDCS_27	CDCS_28	CDCS_29	CDCS_30	CDCS_31	CDCS_32	CDCS_33	CDCS_34	CDCS_35	CDCS_36	CDCS_37	CDCS_38	CDCS_39	CDCS_40	CDCS_41	CDCS_42	CDCS_43	CDCS_44	CDCS_45	CDCS_46	CDCS_47	CDCS_48	CDCS_49	CDCS_50	CDCS_51	CDCS_52	CDCS_53	CDCS_54	CDCS_55	CDCS_56	CDCS_57	CDCS_58	CDCS_59	CDCS_60	CDCS_61	CDCS_62	CDCS_63	CDCS_64	CDCS_65	CDCS_66	CDCS_67	CDCS_68	CDCS_69	CDCS_70	CDCS_71	CDCS_72	CDCS_73	CDCS_74	CDCS_75	CDCS_76	CDCS_77	CDCS_78	CDCS_79	CDCS_80	CDCS_81	CDCS_82	CDCS_83	CDCS_84	CDCS_85	CDCS_86	CDCS_87	CDCS_88	CDCS_89	CDCS_90	CDCS_91	CDCS_92	CDCS_93	CDCS_94	CDCS_95	CDCS_96	CDCS_97	CDCS_98	CDCS_99	CDCS_100	CDCS_101	CDCS_102	CDCS_103	CDCS_104	CDCS_105	CDCS_106	CDCS_107	CDCS_108	CDCS_109	CDCS_110	CDCS_111	CDCS_112	CDCS_113	CDCS_114	CDCS_115	CDCS_116	CDCS_117	CDCS_118	CDCS_119	CDCS_120	CDCS_121	CDCS_122	CDCS_123	CDCS_124	CDCS_125	CDCS_126	CDCS_127	CDCS_128	CDCS_129	CDCS_130	CDCS_131	CDCS_132	CDCS_133	CDCS_134	CDCS_135	CDCS_136	CDCS_137	CDCS_138	CDCS_139	CDCS_140	CDCS_141	CDCS_142	CDCS_143	CDCS_144	CDCS_145	CDCS_146	CDCS_147	CDCS_148	CDCS_149	CDCS_150	CDCS_151	CDCS_152	CDCS_153	CDCS_154	CDCS_155	CDCS_156	CDCS_157	CDCS_158	CDCS_159	CDCS_160	CDCS_161	CDCS_162	CDCS_163	CDCS_164	CDCS_165	CDCS_166	CDCS_167	CDCS_168	CDCS_169	CDCS_170	CDCS_171	CDCS_172	CDCS_173	CDCS_174	CDCS_175	CDCS_176	CDCS_177	CDCS_178	CDCS_179	CDCS_180	CDCS_181	CDCS_182	CDCS_183	CDCS_184	CDCS_185	CDCS_186	CDCS_187	CDCS_188	CDCS_189	CDCS_190	CDCS_191	CDCS_192	CDCS_193	CDCS_194	CDCS_195	CDCS_196	CDCS_197	CDCS_198	CDCS_199	CDCS_200	CDCS_201	CDCS_202	CDCS_203	CDCS_204	CDCS_205	CDCS_206	CDCS_207	CDCS_208	CDCS_209	CDCS_210	CDCS_211	CDCS_212	CDCS_213	CDCS_214	CDCS_215	CDCS_216	CDCS_217	CDCS_218	CDCS_219	CDCS_220	CDCS_221	CDCS_222	CDCS_223	CDCS_224	CDCS_225	CDCS_226	CDCS_227	CDCS_228	CDCS_229	CDCS_230	CDCS_231	CDCS_232	CDCS_233	CDCS_234	CDCS_235	CDCS_236	CDCS_237	CDCS_238	CDCS_239	CDCS_240	CDCS_241	CDCS_242	CDCS_243	CDCS_244	CDCS_245	CDCS_246	CDCS_247	CDCS_248	CDCS_249	CDCS_250	CDCS_251	CDCS_252	CDCS_253	CDCS_254	CDCS_255	CDCS_256	CDCS_257	CDCS_258	CDCS_259	CDCS_260	CDCS_261	CDCS_262	CDCS_263	CDCS_264	CDCS_265	CDCS_266	CDCS_267	CDCS_268	CDCS_269	CDCS_270	CDCS_271	CDCS_272	CDCS_273	CDCS_274	CDCS_275	CDCS_276	CDCS_277	CDCS_278	CDCS_279	CDCS_280	CDCS_281	CDCS_282	CDCS_283	CDCS_284	CDCS_285	CDCS_286	CDCS_287	CDCS_288	CDCS_289	CDCS_290	CDCS_291	CDCS_292	CDCS_293	CDCS_294	CDCS_295	CDCS_296	CDCS_297	CDCS_298	CDCS_299	CDCS_300	CDCS_301	CDCS_302	CDCS_303	CDCS_304	CDCS_305	CDCS_306	CDCS_307	CDCS_308	CDCS_309	CDCS_310	CDCS_311	CDCS_312	CDCS_313	CDCS_314	CDCS_315	CDCS_316	CDCS_317	CDCS_318	CDCS_319	CDCS_320	CDCS_321	CDCS_322	CDCS_323	CDCS_324	CDCS_325	CDCS_326	CDCS_327	CDCS_328	CDCS_329	CDCS_330	CDCS_331	CDCS_332	CDCS_333	CDCS_334	CDCS_335	CDCS_336	CDCS_337	CDCS_338	CDCS_339	CDCS_340	CDCS_341	CDCS_342	CDCS_343	CDCS_344	CDCS_345	CDCS_346	CDCS_347	CDCS_348	CDCS_349	CDCS_350	CDCS_351	CDCS_352	CDCS_353	CDCS_354	CDCS_355	CDCS_356	CDCS_357	CDCS_358	CDCS_359	CDCS_360	CDCS_361	CDCS_362	CDCS_363	CDCS_364	CDCS_365	CDCS_366	CDCS_367	CDCS_368	CDCS_369	CDCS_370	CDCS_371	CDCS_372	CDCS_373	CDCS_374	CDCS_375	CDCS_376	CDCS_377	CDCS_378	CDCS_379	CDCS_380	CDCS_381	CDCS_382	CDCS_383	CDCS_384	CDCS_385	CDCS_386	CDCS_387	CDCS_388	CDCS_389	CDCS_390	CDCS_391	CDCS_392	CDCS_393	CDCS_394	CDCS_395	CDCS_396	CDCS_397	CDCS_398	CDCS_399	CDCS_400	CDCS_401	CDCS_402	CDCS_403	CDCS_404	CDCS_405	CDCS_406	CDCS_407	CDCS_408	CDCS_409	CDCS_410	CDCS_411	CDCS_412	CDCS_413	CDCS_414	CDCS_415	CDCS_416	CDCS_417	CDCS_418	CDCS_419	CDCS_420	CDCS_421	CDCS_422	CDCS_423	CDCS_424	CDCS_425	CDCS_426	CDCS_427	CDCS_428	CDCS_429	CDCS_430	CDCS_431	CDCS_432	CDCS_433	CDCS_434	CDCS_435	CDCS_436	CDCS_437	CDCS_438	CDCS_439	CDCS_440	CDCS_441	CDCS_442	CDCS_443	CDCS_444	CDCS_445	CDCS_446	CDCS_447	CDCS_448	CDCS_449	CDCS_450	CDCS_451	CDCS_452	CDCS_453	CDCS_454	CDCS_455	CDCS_456	CDCS_457	CDCS_458	CDCS_459	CDCS_460	CDCS_461	CDCS_462	CDCS_463	CDCS_464
AcylCarnitine 12:0	-5.36099446187837	-5.95459147539211	-3.09201353867201	-6.04919977652815	-3.57285571802193	-4.87273343458962	-5.97436411674008	-5.09294823781229	-4.52257801009137	-5.26192864962175	-5.35961374229745	-6.07975678218716	-5.68828678949104	-6.59237535923644	-4.57459610953862	-5.49099607989675	-6.58702811758165	-5.34582259083792	-6.33991883550704	-6.46166084963949	-5.60885903844276	-5.60290016274574	-4.57908840667328	-5.21073024098408	-7.01335491459347	-4.81760897374708	-5.36288046202992	-5.79129461154343	-6.14168488912611	-5.31993653121442	-4.01067496746477	-6.02657736308235	-4.90695986106016	-4.19525918783168	-6.09577542441757	-6.16720283966371	-6.49536234518623	-5.51229179315037	-5.34967241024517	-3.86048299831304	-5.06035929769932	-4.77751472155512	-6.21173143595644	-5.94196757945813	-5.81525758899221	-6.24822991670297	-4.82322021310921	-4.17764412447757	-4.98570714707276	-5.9688827313902	-6.02543023094977	-3.11106886634484	-7.90411244867088	-6.23375316576916	-7.19914947851461	-7.33373667875457	-5.73171106903748	-5.62319554864327	-6.79335245543897	-3.55792314449275	-6.49036834637752	-7.38499335067645	-5.522904202458	-6.37958508293011	-5.24621885990547	-5.19471269600623	-7.47125218806346	-4.94220662451227	-6.44766287828894	-4.95252848348141	-6.29783824382685	-5.81007463274898	-6.22507697605259	-7.52046677366787	-5.32270967019121	-4.94084007817957	-5.37232987516844	-6.13759802914117	-5.16156816311885	-5.34091281292777	-4.45278286874112	-7.22153189307037	-4.75012416833505	-6.28920972699962	-5.8681737408444	-5.47660174667863	-6.10202895715327	-4.30506326803171	-3.82175807048454	-5.00441169041007	-4.786797461049	-6.59864446018014	-7.36136395643358	-4.65540591568642	-5.68994770248822	-4.98611668548116	-5.5900758065571	-5.24782140712534	-4.54908263877838	-5.88093848823375	-5.63960305233262	-4.81175522662372	-5.18880178382296	-5.1293275824831	-5.92885339279337	-5.3254631587977	-6.620966011524	-5.49538356122182	-6.77760684000388	-6.08298337886579	-4.0192948762789	-5.26901606573956	-5.85508588250541	-5.16087370875808	-3.56314692457228	-4.39341532307085	-5.00032744814096	-7.05889022658963	-4.66294345709596	-5.03114809813485	-4.12348750111719	-5.14528096936925	-6.12739700317043	-4.9829304927901	-4.13225274289602	-5.86469768226528	-4.96978980217468	-6.64530610528534	-5.97058399113575	-5.26541398401781	-4.32095379688688	-5.25279046993596	-4.66046341444242	-5.38917659129511	-5.98228287946473	-5.39159005217606	-6.2878089757246	-6.07237906552831	-3.77745428191125	-5.00270075850401	-5.97830451271552	-7.8245758286709	-5.09563270510508	-6.50944242156867	-5.46727145771287	-6.33733168691084	-5.7083108257454	-4.58269023437342	-6.09421303953845	-4.39827546460941	-4.88976767028142	-5.4047316201362	-5.96515360412794	-6.11297950191252	-5.26974805961306	-5.01287207878023	-6.40037988719011	-4.76126983210611	-6.46213241183086	-5.4467665026748	-6.01223481894943	-5.1337187658173	-6.16914614485414	-5.27881746416189	-5.468936769283	-4.72943246028742	-4.63894629852491	-5.60573175945224	-4.20711991926535	-4.30796498257938	-5.54758293285765	-5.91674282487481	-5.93617088258222	-6.72667881416177	-5.02231538283665	-3.06486094104536	-5.21478880837058	-6.08691438669293	-5.69058506450161	-4.84430874566082	-5.39538328884349	-4.86535901911318	-6.23230802519799	-5.16812649361021	-6.32377153599771	-5.74086343856568	-6.07732556084582	-5.08455165763849	-6.23637051557152	-7.08316451422838	-6.57187541684561	-5.54037687971645	-4.70337653528511	-5.69001786109139	-4.92272011230558	-6.36361320670288	-5.38548724078191	-5.59452347041941	-4.50801429569793	-5.36082726867394	-4.58839125296252	-5.57023129896457	-4.93775748264136	-4.31375218116374	-5.33793275772455	-6.66801341146796	-6.0655493585212	-6.0823747076876	-6.53238572374131	-3.48741659716812	-7.15023242274338	-4.70606252270069	-5.66182136664848	-6.41141952855399	-5.43103935735415	-5.04436942495879	-6.8257003180048	-5.32491346304909	-5.43107508443748	-5.02868103672763	-3.98446134835022	-6.10990807452787	-5.83894041137084	-6.13684374668541	-2.2087996803838	-4.93308713028036	-7.60088581211782	-6.80392207131631	-5.12531651877336	-4.81027162188732	-6.19548400662403	-6.44579899687854	-4.78629258192069	-5.89178432538068	-6.13328633184917	-5.76556597816328	-4.57095913112629	-4.59131439571586	-5.75881816253312	-5.28578980477735	-5.54052977011393	-6.65009938031319	-4.89900440243568	-5.77983744213063	-6.25648019267159	-4.86359413936631	-6.43985073199495	-6.15201376301583	-4.43354176881774	-5.77709820433851	-5.77933039667507	-5.34091281292777	-5.39648824678651	-4.89557848268759	-4.86758612231099	-6.85279630876357	-4.43793414974037	-4.77679795767521	-5.22860812648783	-7.51135330974067	-5.01445909319479	-5.46320264631479	-4.82601439586497	-6.63655202379172	-5.3402598845994	-5.21622169968778	-4.64943779576105	-5.63765519868315	-5.78116359246488	-5.65948689680752	-6.95895363026046	-5.23284469712945	-4.26344567639347	-5.47040308305757	-5.08265192678643	-7.79742593856299	-6.0001077560313	-5.5965490555713	-5.29451401360474	-5.15194523291623	-5.11666261472407	-5.84435089435038	-6.86037807849748	-5.26444920823586	-5.00186239359518	-5.97999880452199	-4.78744924728969	-4.99135289888642	-5.80352292013101	-4.75998540619992	-5.48424295505668	-5.36504610008361	-4.37409343965479	-6.13477555600202	-6.88474877337675	-5.99398058624551	-5.79659219813653	-6.38031608774366	-5.24425090325393	-5.30671943597383	-6.64424649157398	-4.4216028509441	-4.65115420425473	-6.00195563420083	-6.42897827034816	-5.598758766283	-5.54419438210148	-4.94833502576107	-5.47485442378365	-5.45979931612401	-4.58950043125766	-5.16866124065839	-4.84655391312673	-5.6775417924703	-6.61666093922659	-6.14031256399701	-5.53027756482115	-5.64568047641634	-6.4408141929604	-5.519483517214	-4.76574885819454	-3.66397611717507	-5.22538285903722	-5.7161925576578	-5.72462336468263	-7.32878319158663	-7.554477093307	-6.14625537087205	-6.62614190231374	-4.64625186128837	-4.2625462342675	-5.63303081555916	-4.40673914587541	-5.27990069052179	-5.32549081106519	-5.52497968480764	-5.64751343674425	-6.70341803138459	-6.11720080138636	-6.60976460226983	-5.73867206089832	-5.37871278359073	-3.86973998253033	-5.14395628154874	-6.57429066981308	-5.73811759392852	-5.28498764066709	-7.42812442097315	-5.84512520704457	-5.38744021725873	-5.39269331977152	-5.34091281292777	-4.24890738412544	-6.37171699238544	-5.42593482066469	-3.29941713099814	-5.13831678198587	-6.27185825712713	-4.44474206194905	-6.42315093533061	-3.52610294185017	-5.37348853925023	-3.967141619866	-5.12723070002766	-6.08036923073088	-6.58824833633185	-4.72867557190114	-5.8956712421496	-5.74522927452732	-7.77829934116027	-4.60020375382113	-4.03288667494388	-5.09323823242302	-5.71962059454088	-6.65545158115036	-5.40401605833454	-5.12845840619131	-5.68947224815725	-5.86846289876611	-6.01100812741019	-6.68991441186055	-6.37520370162803	-6.52823519831174	-5.12052096792295	-4.31416693825054	-3.82446300280384	-6.21763824625348	-5.82642505882934	-6.34776815961625	-5.21794819391642	-5.68845105382594	-6.03670865856905	-5.72367983455134	-5.00419984855002	-5.34535364676705	-5.00909324620921	-6.84881010474094	-5.63645614163449	-5.63216620094633	-7.19955593846987	-5.69496346900306	-5.98654957480786	-5.87860373006845	-6.0623263824808	-5.7985728981174	-4.98948192352374	-5.26936601875491	-6.07148074585463	-4.23183018420211	-6.05109797912081	-3.93593767107112	-4.42786740825699	-5.58167699231328	-5.32706804080977	-6.16362954010099	-5.01899747673279	-4.07727629337113	-3.8921884618744	-6.38502445877369	-3.942006648864	-7.15879234911734	-4.69471054746351	-6.07952836397413	-7.16692189901076	-6.43914527030785	-5.56791945523067	-5.94162376109863	-5.16291160979141	-4.5318435440708	-5.6056996539614	-5.36557650841739	-6.1959604020254	-6.90077575443531	-4.24599431678624	-4.45337501812555	-3.64464952946269	-6.95138435453395	-6.2091242119113	-4.90513408767257	-4.34828023359982	-6.03331901871169	-5.92913580956415	-5.38759826312996	-4.80719188364766	-6.57826430232769	-4.98681304875362	-5.68775120045164	-6.41930254087366	-5.79266388873538	-6.11893086641354	-4.55527757543559	-5.81802840123171	-6.08993425061542	-3.58213201653643	-5.16105952462576	-6.31024732206513	-5.7542518176742	-4.6873531889765	-4.38001485183151	-4.07384192408613	-5.4325532430816	-6.29363257150915	-6.33897418356124	-5.22617954929034
AcylCarnitine 13:0	-6.67770646250167	-6.68741244134083	-5.5702689996813	-6.73438428806177	-3.907211118701	-2.84526832710805	-4.88217756965818	-6.66156283307525	-5.43127321775364	-6.72898310795859	-7.70556226687304	-8.07526482673089	-7.88774665485368	-7.2316363546624	-5.70044701242566	-6.42479177949231	-7.94714583798729	-7.34704265322328	-7.71945859605031	-7.44995680110645	-6.97576630061442	-6.72034308141333	-6.88792075264948	-6.9602617718588	-6.34153901074769	-7.36109804838207	-5.44614029553487	-5.91348638817446	-3.54566418503489	-7.3780542252507	-6.28983526593119	-5.70769981676744	-4.80259686835292	-6.54173667551736	-6.42711675607235	-7.05954016125247	-7.90558226067517	-6.09940849116223	-5.85593056833667	-4.40160634508689	-7.74203863193565	-7.20671880859496	-5.93753261334458	-6.28292124145036	-6.19818848771474	-5.85287293347128	-6.53863123754367	-6.55276788330775	-4.19897082714646	-5.94173531350555	-8.14814588404814	-6.42255704468016	-8.35369274503125	-7.83992657900461	-6.19184174523705	-8.47866431523719	-6.58512769298967	-7.43543307341819	-6.6447339038385	-5.44381933471237	-5.59985320745611	-8.15309713512434	-6.89351775529306	-6.06746466217902	-6.92929800665085	-3.7191329436632	-6.33049841009414	-6.66730441101311	-6.26236924825677	-7.13954068947915	-5.61642410293848	-6.83374053156913	-8.61992525364853	-6.50893385667316	-5.32587562596708	-5.78416431751813	-5.22562651090551	-7.62000415006469	-5.4828519328607	-4.28114255735323	-7.20729923621724	-8.1232301804641	-6.8802255292711	-5.22444167202428	-3.90764984771593	-6.46215607030527	-7.71066580303443	-6.97985347810501	-6.97626230531506	-5.4875340075466	-6.29654510021487	-8.03379986250195	-7.95795836997204	-5.84163682874675	-7.00751026393219	-6.47950690462843	-7.31674164900037	-5.49562229566898	-5.9182014885164	-7.06537728071725	-7.12009252141747	-7.37469853393371	-5.3146043213461	-6.70633763002132	-7.34732266297557	-6.91620073635226	-7.50733193246306	-6.24145619986757	-8.52732960478221	-7.34055331211091	-6.56347631459978	-6.530808117606	-6.09576328804016	-6.19463893731606	-5.69218380508332	-7.10448929809947	-5.93273612416435	-8.53727094733431	-4.97652926674628	-5.59141747979757	-6.40220182997793	-5.39023620394735	-4.29275548491516	-7.00967092949964	-5.78492114252973	-6.59787230978737	-6.64640161679191	-7.35927288463345	-7.00853418432189	-6.66647763510544	-6.23252269171067	-6.69121040877572	-6.35211496937372	-6.80656297292798	-7.77068051610546	-6.29654510021487	-6.52343576615536	-5.42077999000636	-6.9618577478805	-6.98192020069867	-6.82371301685424	-7.63420374028464	-2.39791765531033	-5.25163648884962	-4.02302719236787	-6.14916584061986	-7.43685921133521	-6.82111967971204	-6.36726316902082	-4.73105961044375	-6.36045079917535	-5.39909100396211	-7.03095512295132	-7.77394026007047	-6.55392678639313	-4.83327377952351	-6.5381077218784	-6.03221532867714	-6.8896457803611	-5.84676682377746	-6.9347399233285	-6.73070336606565	-3.7510867902024	-7.69104970571375	-7.20294629016451	-6.2174673283761	-6.19092776656626	-7.35302534054242	-6.20914363782636	-6.38342169763736	-7.88233431680548	-8.31387291729146	-5.6511685231898	-8.64788867052467	-4.69706223415712	-3.81512341583908	-7.49278139407892	-7.56559586842686	-5.39894697297346	-5.2565129511804	-3.66744219808118	-5.63171076889708	-8.69717083793114	-7.8653855125366	-7.1748848699566	-6.44290180977778	-7.44726551142328	-4.8977417161662	-6.12511863448479	-7.90234519510449	-7.09691758872309	-6.79137323187348	-6.14901349221704	-6.13368670483967	-6.10990966879232	-7.64905781517656	-6.0674318633634	-7.6931465129854	-6.80132332523889	-6.59803973236699	-6.62879557707866	-6.55681026276153	-6.30468242430847	-5.96915384376566	-5.78450924115862	-7.52386981385717	-7.58418305583122	-8.19011127395614	-5.58304061121723	-5.24373757704445	-7.50596476436569	-4.50673653954888	-8.20772719267242	-7.04608705306539	-5.55046564503996	-5.56623588312684	-7.71416576768853	-6.73034962226945	-6.5217246079106	-7.36395966635179	-4.35171104503554	-6.54196425060212	-6.30200453120391	-5.49842654077121	-5.31063112654529	-6.29654510021487	-9.06535834471673	-4.23587300580674	-6.33696893704727	-5.44793389590814	-7.36420613582599	-6.88993867567481	-6.58617607515542	-7.34440613402763	-7.96159501573229	-5.54693535510088	-6.09232895054534	-6.22494931013739	-6.67214777106619	-6.0687564059927	-7.0487516887394	-6.15171945542398	-5.69226429216191	-7.52525167166892	-8.06202754618996	-7.04675546888359	-7.77517606118108	-6.90232345033765	-3.34835444931249	-6.132636633231	-8.21543247120832	-6.87473647600248	-6.5015309828347	-7.53252728543736	-4.71771550791768	-7.14490972793789	-6.59400199585891	-6.22751666885272	-7.97316556845811	-7.34956352314528	-6.51973136997734	-6.18708493894474	-5.73592615106706	-7.53706300179842	-5.87578215994069	-6.16039771640312	-6.47869210627492	-7.83792058829427	-5.44268306096505	-7.4673472831802	-6.81976046122234	-6.25472952219797	-5.80187035426111	-7.37376290241632	-5.15384815244073	-5.86157881540761	-7.58737837043689	-6.86174726681625	-4.98383466361006	-7.06206263214718	-7.28448885504794	-5.7131413300487	-7.53353063472515	-6.78143034960305	-5.4254273863332	-6.10072718852274	-7.31951331421092	-7.14876053520954	-6.45450450128646	-6.29654510021487	-7.21558384951052	-6.86648200995754	-7.24451925709397	-6.56340522520633	-6.96300076683446	-6.88304406178066	-6.4448552017403	-7.4435630268838	-7.99903821619269	-5.46077886481959	-7.56340945499545	-5.82765906053488	-5.86943960385216	-6.88693965542685	-7.70732566194419	-7.55357751345487	-6.50346557626809	-5.90456955154798	-6.07157330826775	-5.39603474109481	-5.64301765061767	-6.15355049208282	-5.27815077642746	-7.62692092377551	-5.45047672354965	-7.81725881183906	-6.80952310911783	-5.65744110393598	-7.73387945251334	-7.3169459060032	-5.76986318731515	-5.95452159976775	-5.45419733294757	-4.805990431768	-6.68930846306351	-6.53855720432919	-7.40891225720879	-7.15959037475354	-7.43227949261597	-6.38490919337227	-5.44923642251364	-7.24944960916116	-5.83330590065184	-6.15453707418534	-6.27395312486524	-6.42594505428169	-7.19884931869944	-6.10944242543726	-6.95959094299247	-6.13269200364599	-5.80802449945479	-7.19348180006411	-6.58839743083401	-6.28696383758933	-5.72613771888303	-6.55413677034952	-6.43783881110942	-7.80663080165411	-8.10586242962743	-4.8735785805745	-6.82188806759165	-7.69121339044879	-6.84556872324997	-6.54013109385276	-5.48547824804618	-5.12127344081126	-7.43585092471768	-6.10712627720655	-6.12305560872495	-5.59904810256814	-3.72091733286035	-6.72733582565173	-5.1476426197972	-6.23067677931275	-7.82352933954713	-8.05768464029374	-6.33946582539862	-6.83075497206767	-6.26217058019149	-7.46057625672127	-6.81536141065644	-6.56880980994572	-5.77495398438516	-6.8405671477221	-6.64073310814579	-6.58444027039751	-5.29857479171025	-7.51278803988336	-7.58073405876853	-6.66829614079291	-7.71796095274826	-7.9346107327319	-6.63880364051882	-7.04084449703486	-4.89489890095524	-6.0658012803409	-8.58191026521319	-7.98832520330266	-6.46211218795871	-7.40675606831153	-6.68923878558883	-7.04140900170972	-7.31282450279354	-7.20870170960807	-6.71209099786744	-6.65325284537485	-3.98659128830993	-6.61275930365545	-6.94965546021812	-9.29581327128443	-5.93034652978884	-5.57453492016911	-6.70264122994928	-6.18564713038983	-7.71813622553234	-6.07893343650632	-6.93789774525998	-6.36522811419861	-6.68493751294644	-4.33312816433124	-6.25834441914066	-6.92706103244616	-7.43968065837799	-7.23178141943163	-7.28427947159732	-6.16125517330613	-4.96896659004276	-5.94476791087833	-6.78315967464644	-4.635783674389	-8.90788351139886	-5.33125868043281	-6.09609110476245	-5.77003417387944	-6.03323804329885	-4.70103296665479	-6.83103270161607	-5.43286674306421	-7.18958110155183	-5.93958488321566	-6.61452614590972	-6.93386705287762	-8.17862433637052	-4.09986794386892	-6.20655397391912	-6.08071729543404	-6.3971691375158	-7.27946641703517	-6.79459315272386	-4.28539201471631	-8.17242397332562	-6.17928786945491	-4.70274383004145	-6.7253658407765	-7.16106840309406	-6.43518349435092	-6.69587994764595	-8.04533776579585	-5.67686698938881	-8.02881549413099	-6.69596355791924	-7.71577016965172	-6.38347071813688	-5.0723905213571	-7.32626036989527	-5.08922348083447	-5.98663071599628	-5.72084304940023	-6.73625342486871	-5.52664888705944	-7.0643201435199	-6.11269664373989	-6.1746116001433	-5.50202707184503
